award_year,season,player,nationality,position,squad,league,nineties,tackles_won,interceptions,blocks,clearances,prog_passes,tackle_pct,aerial_win_pct,psxg_net,save_pct
2025,2425,Philipp Lienhart,at AUT,DF,Freiburg,Bundesliga,30.8,13,36,12,124,138,48.4,61.3,,
2025,2425,Matthijs de Ligt,nl NED,DF,Manchester Utd,Premier League,23.6,22,33,11,96,55,71.9,66.7,,
2025,2425,Pedro Lima,br BRA,DF,Wolves,Premier League,0.8,0,2,2,5,4,33.3,0.0,,
2025,2425,Victor Lindelöf,se SWE,DF,Manchester Utd,Premier League,7.8,2,8,1,36,26,75.0,53.1,,
2025,2425,Jesper Lindstrøm,dk DEN,FW,Everton,Premier League,13.8,25,12,18,17,25,34.5,33.3,,
2025,2425,Karol Linetty,pl POL,MF,Torino,Serie A,17.1,23,12,9,31,47,48.8,36.4,,
2025,2425,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,La Liga,17.2,17,8,31,13,73,42.3,52.0,,
2025,2425,Pol Lirola,es ESP,DF,Marseille,Ligue 1,7.6,9,4,13,12,21,38.5,36.4,,
2025,2425,Dailon Livramento,cv CPV,"FW,MF",Hellas Verona,Serie A,10.4,11,3,14,9,13,53.8,38.6,,
2025,2425,Valentino Livramento,eng ENG,DF,Newcastle Utd,Premier League,31.6,36,23,27,108,158,54.2,43.5,,
2025,2425,Marin Ljubicic,hr CRO,"FW,MF",Union Berlin,Bundesliga,3.1,1,0,3,7,6,33.3,21.4,,
2025,2425,Javier Llabrés,es ESP,FW,Mallorca,La Liga,0.6,0,0,0,0,3,,100.0,,
2025,2425,Diego Llorente,es ESP,DF,Betis,La Liga,28.0,20,43,9,154,81,65.8,63.1,,
2025,2425,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,La Liga,27.9,52,27,34,51,111,65.5,50.0,,
2025,2425,Gautier Lloris,fr FRA,DF,Le Havre,Ligue 1,30.8,43,34,10,192,99,71.7,65.3,,
2025,2425,Giovani Lo Celso,ar ARG,"MF,FW",Betis,La Liga,16.2,22,5,21,3,132,68.0,31.3,,
2025,2425,Stanislav Lobotka,sk SVK,MF,Napoli,Serie A,29.3,30,21,10,57,118,61.3,50.0,,
2025,2425,Manuel Locatelli,it ITA,MF,Juventus,Serie A,31.4,49,23,14,77,294,57.1,61.4,,
2025,2425,Bradley Locko,fr FRA,DF,Brest,Ligue 1,1.1,2,1,3,3,2,100.0,100.0,,
2025,2425,Ruben Loftus-Cheek,eng ENG,MF,Milan,Serie A,11.5,8,3,4,20,51,50.0,62.1,,
2025,2425,Elysée Logbo,fr FRA,FW,Le Havre,Ligue 1,0.3,0,0,0,0,0,,0.0,,
2025,2425,Enzo Loiodice,fr FRA,MF,Las Palmas,La Liga,7.6,7,10,11,7,31,30.0,46.7,,
2025,2425,Sean Longstaff,eng ENG,MF,Newcastle Utd,Premier League,8.9,16,7,12,8,40,66.7,50.0,,
2025,2425,Ademola Lookman,ng NGA,"MF,FW",Atalanta,Serie A,25.0,15,3,35,5,73,57.9,56.7,,
2025,2425,Anthony Lopes,pt POR,GK,Nantes,Ligue 1,17.4,0,1,0,7,0,100.0,66.7,0.6,69.0
2025,2425,David López,es ESP,DF,Mallorca,La Liga,1.9,2,1,1,10,4,100.0,28.6,,
2025,2425,David López,es ESP,DF,Girona,La Liga,27.0,24,14,8,111,132,58.1,50.8,,
2025,2425,Diego López,es ESP,"MF,FW",Valencia,La Liga,30.4,18,16,47,15,85,34.0,20.3,,
2025,2425,Fer López,,"FW,MF",Celta Vigo,La Liga,7.5,5,2,5,7,43,15.4,18.2,,
2025,2425,Fermin López,es ESP,"MF,FW",Barcelona,La Liga,13.9,15,5,12,3,79,25.0,33.3,,
2025,2425,Javi López,es ESP,DF,Real Sociedad,La Liga,21.5,23,11,27,59,73,62.2,34.5,,
2025,2425,Pau López,es ESP,GK,Girona,La Liga,0.5,0,0,0,1,0,,,-0.7,33.3
2025,2425,Roberto López,es ESP,MF,Leganés,La Liga,4.4,6,1,6,7,20,33.3,16.7,,
2025,2425,Unai López,es ESP,MF,Rayo Vallecano,La Liga,19.0,21,21,19,20,112,47.2,35.7,,
2025,2425,Iker Losada,es ESP,"FW,MF",Celta Vigo,La Liga,4.0,3,1,4,8,17,20.0,22.2,,
2025,2425,Iker Losada,es ESP,"MF,FW",Betis,La Liga,3.7,7,3,6,2,14,50.0,42.9,,
2025,2425,Anthony Losilla,fr FRA,MF,Bochum,Bundesliga,12.6,16,18,8,27,45,51.5,55.8,,
2025,2425,Jordan Lotomba,ch SUI,"MF,DF",Nice,Ligue 1,0.4,0,0,0,1,3,,,,
2025,2425,Tom Louchet,fr FRA,"DF,MF",Nice,Ligue 1,8.6,17,18,10,20,36,73.9,78.6,,
2025,2425,Sandi Lovrić,si SVN,MF,Udinese,Serie A,25.6,29,22,17,27,120,50.0,5.6,,
2025,2425,Pol Lozano,es ESP,MF,Espanyol,La Liga,21.6,34,22,14,31,115,43.1,38.5,,
2025,2425,Lorenzo Lucca,it ITA,FW,Udinese,Serie A,26.1,6,7,10,27,18,45.5,46.5,,
2025,2425,Jhon Lucumí,co COL,DF,Bologna,Serie A,29.0,30,26,7,88,108,70.7,50.0,,
2025,2425,Yannik Lührs,de GER,DF,Dortmund,Bundesliga,1.4,1,2,1,4,1,,80.0,,
2025,2425,José Luis Gayà,es ESP,DF,Valencia,La Liga,20.0,40,25,20,61,59,69.0,47.6,,
2025,2425,José Luis Palomino,ar ARG,DF,Cagliari,Serie A,12.0,15,22,5,46,35,71.4,57.1,,
2025,2425,Douglas Luiz,br BRA,MF,Juventus,Serie A,5.9,8,4,1,5,35,66.7,55.6,,
2025,2425,Romelu Lukaku,be BEL,FW,Napoli,Serie A,31.6,2,1,21,17,36,25.0,42.9,,
2025,2425,Castello Lukeba,fr FRA,DF,RB Leipzig,Bundesliga,17.5,17,17,22,74,80,70.8,66.7,,
2025,2425,Dodi Lukebakio,be BEL,FW,Sevilla,La Liga,34.4,14,11,30,17,93,55.6,46.2,,
2025,2425,Saša Lukić,rs SRB,MF,Fulham,Premier League,26.0,39,28,23,35,98,41.8,43.2,,
2025,2425,Milos Lukovic,rs SRB,"FW,MF",Strasbourg,Ligue 1,0.1,0,0,0,0,0,,,,
2025,2425,Joe Lumley,eng ENG,GK,Southampton,Premier League,3.0,0,0,0,3,0,,66.7,0.7,65.0
2025,2425,Daniel Luna,co COL,MF,Mallorca,La Liga,0.2,0,0,0,0,0,,,,
2025,2425,Andriy Lunin,ua UKR,GK,Real Madrid,La Liga,7.0,0,0,1,3,0,,100.0,-0.6,65.0
2025,2425,Massimo Luongo,au AUS,MF,Ipswich Town,Premier League,2.2,6,2,1,2,6,62.5,100.0,,
2025,2425,Sebastiano Luperto,it ITA,DF,Cagliari,Serie A,36.0,27,33,12,161,96,64.3,53.0,,
2025,2425,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,Serie A,17.8,6,4,16,4,31,31.6,26.1,,
2025,2425,Charalambos Lykogiannis,gr GRE,DF,Bologna,Serie A,11.6,14,11,20,41,49,50.0,66.7,,
2025,2425,Senne Lynen,be BEL,MF,Werder Bremen,Bundesliga,30.4,39,65,16,75,91,56.5,47.2,,
2025,2425,Mathias Løvik,no NOR,"DF,FW",Parma,Serie A,1.0,0,2,2,3,1,33.3,50.0,,
2025,2425,Othmane Maamma,ma MAR,"FW,MF",Montpellier,Ligue 1,4.0,1,1,2,2,2,25.0,20.0,,
2025,2425,Ian Maatsen,nl NED,DF,Aston Villa,Premier League,12.7,17,15,25,39,50,70.8,62.5,,
2025,2425,Alexis Mac Allister,ar ARG,MF,Liverpool,Premier League,28.9,58,22,31,29,177,52.9,35.8,,
2025,2425,Deiver Machado,co COL,"DF,MF",Lens,Ligue 1,20.1,26,16,16,34,45,56.7,50.0,,
2025,2425,Lanroy Machine,fr FRA,FW,Angers,Ligue 1,0.1,0,0,0,0,0,,0.0,,
2025,2425,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,Bundesliga,21.7,5,7,27,28,59,37.5,39.1,,
2025,2425,Darwin Machís,ve VEN,"MF,FW",Valladolid,La Liga,7.1,4,5,7,13,19,33.3,75.0,,
2025,2425,Yvann Macon,fr FRA,DF,Saint-Étienne,Ligue 1,8.8,11,2,11,10,46,47.6,20.0,,
2025,2425,James Maddison,eng ENG,MF,Tottenham,Premier League,20.1,19,12,15,19,164,31.0,41.7,,
2025,2425,Eros Maddy,nl NED,DF,Auxerre,Ligue 1,0.2,0,0,0,0,1,,,,
2025,2425,Noni Madueke,eng ENG,FW,Chelsea,Premier League,22.6,18,10,15,11,69,36.8,36.7,,
2025,2425,Pablo Maffeo,es ESP,DF,Mallorca,La Liga,26.3,40,25,33,103,74,73.9,53.8,,
2025,2425,Gabriel Magalhães,br BRA,DF,Arsenal,Premier League,26.3,15,16,8,93,126,75.0,58.9,,
2025,2425,Soungoutou Magassa,fr FRA,MF,Monaco,Ligue 1,11.4,25,21,9,19,63,54.3,38.2,,
2025,2425,Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,Premier League,1.3,1,1,2,2,13,33.3,25.0,,
2025,2425,Giangiacomo Magnani,it ITA,DF,Hellas Verona,Serie A,11.8,15,17,2,73,31,100.0,61.7,,
2025,2425,Hugo Magnetti,fr FRA,MF,Brest,Ligue 1,25.8,32,18,17,37,80,45.1,50.0,,
2025,2425,Frank Magri,cm CMR,"FW,MF",Toulouse,Ligue 1,16.8,2,4,9,11,25,37.5,32.8,,
2025,2425,Harry Maguire,eng ENG,DF,Manchester Utd,Premier League,19.5,15,40,5,78,51,73.9,71.9,,
2025,2425,Jon Magunazelaia,es ESP,MF,Real Sociedad,La Liga,0.1,1,0,1,0,1,,100.0,,
2025,2425,Arne Maier,de GER,MF,Augsburg,Bundesliga,10.4,7,6,17,14,44,53.8,36.4,,
2025,2425,Mike Maignan,fr FRA,GK,Milan,Serie A,36.6,0,0,1,19,4,0.0,100.0,-1.2,70.6
2025,2425,Patrick Mainka,de GER,DF,Heidenheim,Bundesliga,34.0,30,68,17,206,102,63.6,63.7,,
2025,2425,Kobbie Mainoo,eng ENG,MF,Manchester Utd,Premier League,18.3,29,19,17,14,65,60.0,38.0,,
2025,2425,Ainsley Maitland-Niles,eng ENG,DF,Lyon,Ligue 1,22.1,44,25,28,61,102,63.2,51.7,,
2025,2425,Radosław Majecki,pl POL,GK,Monaco,Ligue 1,15.0,0,0,0,8,1,0.0,100.0,-0.9,69.2
2025,2425,Lovro Majer,hr CRO,MF,Wolfsburg,Bundesliga,3.4,1,1,3,2,17,20.0,42.9,,
2025,2425,Hamidou Makalou,ml MLI,"FW,MF",Brest,Ligue 1,0.4,0,0,0,0,2,,,,
2025,2425,Jordy Makengo,fr FRA,DF,Freiburg,Bundesliga,8.3,9,7,3,29,15,62.5,45.5,,
2025,2425,Antoine Makoumbou,cg CGO,MF,Cagliari,Serie A,23.9,23,17,11,28,92,76.0,18.2,,
2025,2425,Nikola Maksimović,rs SRB,DF,Montpellier,Ligue 1,6.5,5,6,2,30,11,85.7,38.1,,
2025,2425,Tyrell Malacia,nl NED,DF,Manchester Utd,Premier League,1.1,1,1,2,1,3,50.0,,,
2025,2425,Jarzinho Malanga,de GER,DF,Stuttgart,Bundesliga,0.0,0,0,0,0,0,,,,
2025,2425,Julián Malatini,ar ARG,DF,Werder Bremen,Bundesliga,5.0,9,7,4,17,24,45.5,66.7,,
2025,2425,Daniel Maldini,it ITA,"MF,FW",Monza,Serie A,14.5,6,4,14,12,34,46.2,44.9,,
2025,2425,Daniel Maldini,it ITA,"FW,MF",Atalanta,Serie A,2.9,2,2,5,3,7,50.0,61.5,,
2025,2425,Youssef Maleh,ma MAR,MF,Empoli,Serie A,16.8,23,16,12,25,72,50.0,33.3,,
2025,2425,Donyell Malen,nl NED,FW,Aston Villa,Premier League,3.4,4,0,3,1,6,25.0,50.0,,
2025,2425,Donyell Malen,nl NED,"FW,MF",Dortmund,Bundesliga,6.8,0,3,10,6,17,0.0,25.0,,
2025,2425,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,Serie A,4.3,8,1,4,4,32,50.0,53.8,,
2025,2425,Lennard Maloney,us USA,MF,Heidenheim,Bundesliga,8.4,11,14,6,38,14,60.9,57.1,,
2025,2425,Lennard Maloney,us USA,MF,Mainz 05,Bundesliga,0.3,1,0,1,3,0,100.0,100.0,,
2025,2425,Aaron Malouda,fr FRA,FW,Lille,Ligue 1,0.0,0,0,0,0,0,,,,
2025,2425,Giorgi Mamardashvili,ge GEO,GK,Valencia,La Liga,34.0,2,1,1,16,0,66.7,66.7,1.1,68.4
2025,2425,Dennis Man,ro ROU,"FW,MF",Parma,Serie A,22.2,6,8,28,11,60,25.0,34.6,,
2025,2425,Hianga Mananga Mbock,fr FRA,MF,Brest,Ligue 1,0.2,0,1,0,0,0,,100.0,,
2025,2425,Gianluca Mancini,it ITA,DF,Roma,Serie A,34.9,26,35,19,103,139,58.8,63.8,,
2025,2425,Steve Mandanda,fr FRA,GK,Rennes,Ligue 1,16.5,0,0,0,6,0,0.0,100.0,-4.0,58.8
2025,2425,Christos Mandas,gr GRE,GK,Lazio,Serie A,9.0,0,0,0,4,3,,85.7,0.9,74.1
2025,2425,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,La Liga,10.5,11,16,7,35,34,55.6,41.7,,
2025,2425,Aïssa Mandi,dz ALG,DF,Lille,Ligue 1,19.3,17,15,7,54,82,72.7,38.9,,
2025,2425,Rolando Mandragora,it ITA,MF,Fiorentina,Serie A,20.6,13,15,17,54,92,45.2,46.7,,
2025,2425,Mateus Mane,,MF,Wolves,Premier League,0.0,0,0,0,0,0,,100.0,,
2025,2425,Orel Mangala,be BEL,MF,Everton,Premier League,14.0,8,21,10,24,34,62.5,42.9,,
2025,2425,Orel Mangala,be BEL,MF,Lyon,Ligue 1,0.7,0,0,2,1,7,0.0,,,
2025,2425,Ryan Manning,ie IRL,"DF,MF",Southampton,Premier League,16.2,17,17,21,47,35,53.8,71.4,,
2025,2425,Javier Manquillo,es ESP,DF,Celta Vigo,La Liga,5.7,5,7,5,14,24,20.0,38.5,,
2025,2425,Johan Manzambi,ch SUI,"FW,MF",Freiburg,Bundesliga,3.7,2,4,3,7,10,25.0,64.3,,
2025,2425,Alberto Manzoni,it ITA,MF,Atalanta,Serie A,0.1,0,0,0,0,0,,100.0,,
2025,2425,Sekou Mara,fr FRA,"FW,MF",Strasbourg,Ligue 1,8.5,6,3,11,3,11,33.3,45.2,,
2025,2425,Alessandro Marcandalli,it ITA,DF,Genoa,Serie A,0.5,0,0,1,2,1,,100.0,,
2025,2425,Alessandro Marcandalli,it ITA,DF,Venezia,Serie A,3.9,6,2,1,26,10,50.0,50.0,,
2025,2425,Marcão,br BRA,DF,Sevilla,La Liga,6.1,7,7,4,29,19,60.0,73.7,,
2025,2425,Solly March,eng ENG,"FW,MF",Brighton,Premier League,1.9,3,2,7,2,2,62.5,33.3,,
2025,2425,Filip Marchwiński,pl POL,MF,Lecce,Serie A,0.2,0,0,1,0,0,,,,
2025,2425,Óscar de Marcos,es ESP,DF,Athletic Club,La Liga,17.4,15,16,20,35,102,56.8,40.0,,
2025,2425,Alberto Marí,es ESP,FW,Valencia,La Liga,0.1,0,0,0,0,1,,,,
2025,2425,Pablo Marí,es ESP,DF,Monza,Serie A,18.1,15,37,2,85,58,52.4,65.6,,
2025,2425,Pablo Marí,es ESP,DF,Fiorentina,Serie A,12.2,9,25,2,94,27,54.5,72.1,,
2025,2425,José María Giménez,uy URU,DF,Atlético Madrid,La Liga,22.2,16,27,4,115,64,60.7,50.7,,
2025,2425,Luca Marianucci,it ITA,DF,Empoli,Serie A,11.9,12,19,4,63,28,57.9,45.9,,
2025,2425,Mirko Marić,hr CRO,"FW,MF",Monza,Serie A,1.2,0,1,2,1,3,50.0,33.3,,
2025,2425,Mirko Marić,hr CRO,FW,Venezia,Serie A,4.0,3,1,0,10,9,40.0,37.1,,
2025,2425,Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,La Liga,2.7,0,1,5,4,4,0.0,57.1,,
2025,2425,Rafa Marín,es ESP,DF,Napoli,Serie A,1.6,0,1,0,4,5,50.0,50.0,,
2025,2425,Pablo Marín,es ESP,MF,Real Sociedad,La Liga,13.8,17,5,11,14,45,52.6,40.9,,
2025,2425,Răzvan Marin,ro ROU,MF,Cagliari,Serie A,15.6,13,2,17,20,84,52.0,34.6,,
2025,2425,Guillermo Maripán,cl CHI,DF,Torino,Serie A,26.0,23,41,9,138,96,63.6,60.5,,
2025,2425,Mika Mármol,es ESP,DF,Las Palmas,La Liga,26.7,29,38,24,121,106,65.4,57.1,,
2025,2425,Omar Marmoush,eg EGY,"FW,MF",Manchester City,Premier League,13.1,8,6,3,3,37,50.0,31.3,,
2025,2425,Omar Marmoush,eg EGY,FW,Eint Frankfurt,Bundesliga,16.1,8,2,10,2,50,42.9,33.3,,
2025,2425,Mario Maroto,es ESP,MF,Valladolid,La Liga,0.7,0,2,1,2,2,0.0,50.0,,
2025,2425,Marquinhos,br BRA,DF,Paris S-G,Ligue 1,19.2,19,11,6,64,151,75.8,65.3,,
2025,2425,Unai Marrero,es ESP,GK,Real Sociedad,La Liga,2.0,0,0,0,1,0,,,0.5,75.0
2025,2425,Ange Martial Tia,ml MLI,"MF,DF",Reims,Ligue 1,1.9,3,2,0,4,8,33.3,62.5,,
2025,2425,Aarón Martín,es ESP,DF,Genoa,Serie A,34.3,47,19,30,73,90,64.7,37.7,,
2025,2425,Carlos Martín,es ESP,"FW,MF",Alavés,La Liga,14.8,21,5,23,20,21,26.5,44.1,,
2025,2425,Diego Martín,es ESP,FW,Las Palmas,La Liga,0.4,1,0,3,1,2,100.0,0.0,,
2025,2425,Gerard Martín,es ESP,DF,Barcelona,La Liga,11.5,10,13,23,27,40,68.8,70.0,,
2025,2425,Iván Martín,es ESP,MF,Girona,La Liga,22.7,19,11,17,15,131,44.1,18.2,,
2025,2425,Jon Martin,es ESP,DF,Real Sociedad,La Liga,10.0,9,7,3,80,34,66.7,85.5,,
2025,2425,Jonas Martin,fr FRA,MF,Brest,Ligue 1,5.5,7,8,6,12,21,54.5,40.0,,
2025,2425,Mario Martín,es ESP,MF,Valladolid,La Liga,19.4,32,21,14,46,66,42.9,47.7,,
2025,2425,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,Premier League,25.4,15,5,37,19,52,30.4,30.4,,
2025,2425,Arnau Martinez,es ESP,"DF,MF",Girona,La Liga,29.2,28,31,35,76,162,50.8,56.9,,
2025,2425,Emiliano Martínez,ar ARG,GK,Aston Villa,Premier League,35.5,3,0,0,17,4,100.0,90.9,0.8,69.0
2025,2425,Iñigo Martínez,es ESP,DF,Barcelona,La Liga,27.7,14,18,15,108,260,72.7,63.7,,
2025,2425,Javi Martínez,es ESP,MF,Osasuna,La Liga,0.1,0,0,0,0,1,,,,
2025,2425,Josep Martinez,es ESP,GK,Inter,Serie A,5.0,0,0,0,0,0,,100.0,1.1,78.6
2025,2425,Lautaro Martínez,ar ARG,FW,Inter,Serie A,27.5,16,10,21,15,68,52.0,47.9,,
2025,2425,Lisandro Martínez,ar ARG,DF,Manchester Utd,Premier League,19.5,24,32,7,57,117,58.3,55.2,,
2025,2425,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,Serie A,3.9,7,3,1,25,14,61.5,54.5,,
2025,2425,Ramón Martínez,es ESP,DF,Sevilla,La Liga,2.9,3,2,0,23,5,60.0,70.0,,
2025,2425,Toni Martínez,es ESP,FW,Alavés,La Liga,11.2,7,1,2,15,11,50.0,53.7,,
2025,2425,Kevin Martins,it ITA,"MF,DF",Monza,Serie A,2.0,4,1,3,4,6,50.0,66.7,,
2025,2425,Javi Martón,es ESP,"FW,MF",Athletic Club,La Liga,0.6,0,0,0,0,0,,66.7,,
2025,2425,Adam Marušić,me MNE,DF,Lazio,Serie A,26.0,20,16,15,61,84,60.0,52.7,,
2025,2425,Marvin,es ESP,"DF,FW",Las Palmas,La Liga,11.5,13,15,19,34,30,42.3,37.0,,
2025,2425,Omar Mascarell,gq EQG,MF,Mallorca,La Liga,22.1,13,49,10,59,75,40.0,63.8,,
2025,2425,Adam Masina,ma MAR,DF,Torino,Serie A,21.3,15,27,4,95,73,57.5,74.2,,
2025,2425,Patrizio Masini,it ITA,MF,Genoa,Serie A,17.1,29,15,24,37,44,47.5,53.8,,
2025,2425,Giorgos Masouras,gr GRE,"FW,MF",Bochum,Bundesliga,11.7,10,4,9,3,19,43.8,41.9,,
2025,2425,Erhan Mašović,rs SRB,DF,Bochum,Bundesliga,10.1,10,12,4,55,35,46.4,59.5,,
2025,2425,Han-Noah Massengo,fr FRA,MF,Auxerre,Ligue 1,11.6,11,17,5,10,28,66.7,38.9,,
2025,2425,Clinton Mata,ao ANG,DF,Lyon,Ligue 1,26.3,29,46,13,72,88,77.8,55.3,,
2025,2425,Jaime Mata,es ESP,"FW,MF",Las Palmas,La Liga,7.3,2,3,6,11,10,33.3,46.4,,
2025,2425,Igor Matanovic,hr CRO,FW,Eint Frankfurt,Bundesliga,3.5,0,1,3,9,6,0.0,40.0,,
2025,2425,Pape Matar Sarr,sn SEN,MF,Tottenham,Premier League,21.3,36,30,20,25,88,48.0,43.0,,
2025,2425,Eliot Matazo,be BEL,MF,Monaco,Ligue 1,0.8,2,1,0,2,7,,100.0,,
2025,2425,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,Premier League,29.4,12,2,17,23,52,18.8,37.1,,
2025,2425,Nemanja Matić,rs SRB,MF,Lyon,Ligue 1,22.3,29,18,18,31,150,56.1,53.6,,
2025,2425,Rudy Matondo,fr FRA,MF,Auxerre,Ligue 1,0.7,1,0,1,2,2,0.0,,,
2025,2425,Chrislain Matsima,fr FRA,DF,Augsburg,Bundesliga,28.3,20,52,17,163,84,65.4,70.8,,
2025,2425,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,Bundesliga,10.2,18,4,12,10,28,61.5,65.0,,
2025,2425,Alan Matturro,uy URU,DF,Genoa,Serie A,10.0,6,14,7,38,15,21.4,50.0,,
2025,2425,Azor Matusiwa,nl NED,MF,Rennes,Ligue 1,23.1,39,34,13,52,134,74.4,60.9,,
2025,2425,Neal Maupay,fr FRA,FW,Marseille,Ligue 1,11.6,4,2,9,0,37,50.0,36.4,,
2025,2425,Maurides,br BRA,FW,St. Pauli,Bundesliga,0.0,0,0,0,0,0,,,,
2025,2425,Stephy Mavididi,eng ENG,FW,Leicester City,Premier League,17.9,19,11,24,15,57,33.3,37.5,,
2025,2425,Konstantinos Mavropanos,gr GRE,DF,West Ham,Premier League,22.7,24,40,10,126,61,59.3,69.5,,
2025,2425,Christian Mawissa,fr FRA,DF,Monaco,Ligue 1,16.7,29,26,12,48,44,59.1,63.3,,
2025,2425,Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,Bundesliga,2.8,1,1,7,4,9,50.0,40.0,,
2025,2425,Borja Mayoral,es ESP,FW,Getafe,La Liga,12.4,4,2,7,6,13,33.3,29.3,,
2025,2425,Senny Mayulu,fr FRA,MF,Paris S-G,Ligue 1,9.0,16,5,12,12,46,57.1,9.1,,
2025,2425,Noussair Mazraoui,ma MAR,DF,Manchester Utd,Premier League,31.5,68,34,35,95,115,62.8,62.5,,
2025,2425,Andrea Mazza,it ITA,GK,Monza,Serie A,0.1,0,0,0,0,0,,,0.0,
2025,2425,Luca Mazzitelli,it ITA,MF,Como,Serie A,3.7,6,3,4,10,27,71.4,25.0,,
2025,2425,Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,Serie A,7.8,7,5,6,25,23,53.3,38.5,,
2025,2425,Samuel Mbangula,be BEL,FW,Juventus,Serie A,7.9,10,3,3,4,17,53.8,22.2,,
2025,2425,Ethan Mbappé,fr FRA,"MF,FW",Lille,Ligue 1,2.5,2,1,3,0,8,0.0,33.3,,
2025,2425,Kylian Mbappé,fr FRA,FW,Real Madrid,La Liga,32.3,5,1,33,1,140,20.0,40.0,,
2025,2425,Ibrahim Mbaye,fr FRA,"FW,MF",Paris S-G,Ligue 1,3.8,2,2,2,2,9,37.5,33.3,,
2025,2425,Bryan Mbeumo,cm CMR,FW,Brentford,Premier League,37.9,31,14,50,55,141,60.0,31.5,,
2025,2425,James Mcatee,eng ENG,"MF,FW",Manchester City,Premier League,3.9,2,2,4,1,7,14.3,40.0,,
2025,2425,Kasey McAteer,ie IRL,FW,Leicester City,Premier League,9.5,16,5,13,15,14,48.3,43.3,,
2025,2425,Oliver McBurnie,sct SCO,FW,Las Palmas,La Liga,20.4,7,6,5,24,27,41.7,48.3,,
2025,2425,Alex McCarthy,eng ENG,GK,Southampton,Premier League,5.0,0,0,1,1,0,,100.0,-0.4,70.3
2025,2425,John McGinn,sct SCO,"MF,FW",Aston Villa,Premier League,24.7,24,14,17,18,103,41.9,58.6,,
2025,2425,Scott McKenna,sct SCO,DF,Las Palmas,La Liga,27.4,13,9,5,163,45,75.0,65.9,,
2025,2425,Weston McKennie,us USA,"MF,DF",Juventus,Serie A,25.7,12,14,19,37,101,59.1,53.8,,
2025,2425,Mark McKenzie,us USA,DF,Toulouse,Ligue 1,27.7,31,22,9,141,97,73.3,56.4,,
2025,2425,Dwight McNeil,eng ENG,"MF,FW",Everton,Premier League,15.2,8,6,16,2,69,42.9,15.0,,
2025,2425,Scott McTominay,sct SCO,MF,Manchester Utd,Premier League,0.2,0,0,0,1,1,0.0,100.0,,
2025,2425,Scott McTominay,sct SCO,MF,Napoli,Serie A,32.6,25,24,20,51,112,50.0,56.9,,
2025,2425,Jakov Medić,hr CRO,DF,Bochum,Bundesliga,17.8,11,22,2,111,27,44.4,52.6,,
2025,2425,Facundo Medina,ar ARG,DF,Lens,Ligue 1,28.3,29,32,18,70,174,57.1,55.6,,
2025,2425,Ben Mee,eng ENG,DF,Brentford,Premier League,2.0,2,4,1,7,11,100.0,50.0,,
2025,2425,Jayden Meghoma,eng ENG,DF,Brentford,Premier League,0.1,0,0,0,0,0,,,,
2025,2425,Henrik Meister,dk DEN,FW,Rennes,Ligue 1,0.7,0,1,0,0,1,,40.0,,
2025,2425,Bamo Meïté,ci CIV,DF,Montpellier,Ligue 1,4.7,3,4,3,14,7,50.0,45.5,,
2025,2425,Bamo Meïté,ci CIV,DF,Marseille,Ligue 1,0.3,0,0,1,1,0,,,,
2025,2425,Mohamed Meité,fr FRA,FW,Rennes,Ligue 1,6.0,0,0,4,5,6,100.0,57.7,,
2025,2425,Mateo Mejía,es ESP,FW,Sevilla,La Liga,0.1,0,0,0,0,0,,100.0,,
2025,2425,Farid El Melali,dz ALG,FW,Angers,Ligue 1,21.0,16,16,21,12,43,37.1,22.2,,
2025,2425,Filippo Melegoni,it ITA,"MF,FW",Genoa,Serie A,1.0,1,0,3,2,1,0.0,100.0,,
2025,2425,Arthur Melo,br BRA,MF,Girona,La Liga,10.5,11,8,7,12,70,51.9,0.0,,
2025,2425,Nuno Mendes,pt POR,DF,Paris S-G,Ligue 1,18.6,19,18,21,37,127,59.0,57.7,,
2025,2425,Brais Méndez,es ESP,MF,Real Sociedad,La Liga,17.0,13,7,22,16,91,37.5,40.0,,
2025,2425,Antoine Mendy,sn SEN,DF,Nice,Ligue 1,9.2,21,8,6,29,35,65.5,56.7,,
2025,2425,Ferland Mendy,fr FRA,DF,Real Madrid,La Liga,11.2,14,9,8,8,36,75.0,66.7,,
2025,2425,Nampalys Mendy,sn SEN,MF,Lens,Ligue 1,6.5,8,9,4,8,28,42.9,50.0,,
2025,2425,Nobel Mendy,fr FRA,DF,Betis,La Liga,1.2,0,4,0,10,3,,100.0,,
